"","id","landscape","position","row","column","initial.species","extinctions","distance2nonextinct","connectivity2nonextinct"
"391",391,25,7,2,3,"Tet",FALSE,0,NA
"392",392,25,8,2,4,"Ble",FALSE,0,NA
"393",393,25,9,3,1,"Col",TRUE,1,1
"394",394,25,10,3,2,"Col",TRUE,1,1
"395",395,25,11,3,3,"Ble",TRUE,1,1
"396",396,25,12,3,4,"Ble",TRUE,1,1
"397",397,25,13,4,1,"Col",TRUE,2,0
"398",398,25,14,4,2,"Tet",TRUE,2,0
"399",399,25,15,4,3,"Ble",TRUE,2,0
"400",400,25,16,4,4,"Col",TRUE,2,0
"401",401,26,1,1,1,"Tet",FALSE,0,NA
"402",402,26,2,1,2,"Col",FALSE,0,NA
"403",403,26,3,1,3,"Col",FALSE,0,NA
"404",404,26,4,1,4,"Tet",FALSE,0,NA
"405",405,26,5,2,1,"Col",FALSE,0,NA
"406",406,26,6,2,2,"Col",FALSE,0,NA
"407",407,26,7,2,3,"Tet",FALSE,0,NA
"408",408,26,8,2,4,"Ble",FALSE,0,NA
"409",409,26,9,3,1,"Tet",FALSE,0,NA
"410",410,26,10,3,2,"Tet",FALSE,0,NA
"411",411,26,11,3,3,"Tet",FALSE,0,NA
"412",412,26,12,3,4,"Ble",FALSE,0,NA
"413",413,26,13,4,1,"Ble",FALSE,0,NA
"414",414,26,14,4,2,"Ble",FALSE,0,NA
"415",415,26,15,4,3,"Col",FALSE,0,NA
"416",416,26,16,4,4,"Ble",FALSE,0,NA
"417",417,27,1,1,1,"Tet",FALSE,0,NA
"418",418,27,2,1,2,"Ble",FALSE,0,NA
"419",419,27,3,1,3,"Tet",TRUE,1,3
"420",420,27,4,1,4,"Tet",FALSE,0,NA
"421",421,27,5,2,1,"Col",FALSE,0,NA
"422",422,27,6,2,2,"Ble",TRUE,1,4
"423",423,27,7,2,3,"Col",FALSE,0,NA
"424",424,27,8,2,4,"Ble",TRUE,1,3
"425",425,27,9,3,1,"Col",FALSE,0,NA
"426",426,27,10,3,2,"Tet",FALSE,0,NA
"427",427,27,11,3,3,"Tet",FALSE,0,NA
"428",428,27,12,3,4,"Ble",FALSE,0,NA
"429",429,27,13,4,1,"Tet",TRUE,1,2
"430",430,27,14,4,2,"Col",FALSE,0,NA
"431",431,27,15,4,3,"Ble",FALSE,0,NA
"432",432,27,16,4,4,"Col",FALSE,0,NA
"433",433,28,1,1,1,"Ble",FALSE,0,NA
"434",434,28,2,1,2,"Tet",FALSE,0,NA
"435",435,28,3,1,3,"Tet",FALSE,0,NA
"436",436,28,4,1,4,"Tet",FALSE,0,NA
"437",437,28,5,2,1,"Tet",FALSE,0,NA
"438",438,28,6,2,2,"Ble",FALSE,0,NA
"439",439,28,7,2,3,"Col",FALSE,0,NA
"440",440,28,8,2,4,"Ble",FALSE,0,NA
"441",441,28,9,3,1,"Ble",TRUE,1,1
"442",442,28,10,3,2,"Tet",TRUE,1,2
"443",443,28,11,3,3,"Col",FALSE,0,NA
